"month","total_events","background_events","days_in_month","background_rate_per_day","background_count_per_month","method"
2022-03-01,22,15,31,0.483870967741935,15,"Nearest-neighbour"
2022-04-01,33,27,30,0.9,27,"Nearest-neighbour"
2022-05-01,26,19,31,0.612903225806452,19,"Nearest-neighbour"
2022-06-01,20,15,30,0.5,15,"Nearest-neighbour"
2022-07-01,25,11,31,0.354838709677419,11,"Nearest-neighbour"
2022-08-01,14,11,31,0.354838709677419,11,"Nearest-neighbour"
2022-09-01,26,18,30,0.6,18,"Nearest-neighbour"
2022-10-01,21,13,31,0.419354838709677,13,"Nearest-neighbour"
2022-11-01,16,12,30,0.4,12,"Nearest-neighbour"
2022-12-01,19,13,31,0.419354838709677,13,"Nearest-neighbour"
2023-01-01,24,20,31,0.645161290322581,20,"Nearest-neighbour"
2023-02-01,18,15,28,0.535714285714286,15,"Nearest-neighbour"
2023-03-01,14,13,31,0.419354838709677,13,"Nearest-neighbour"
2023-04-01,22,17,30,0.566666666666667,17,"Nearest-neighbour"
2023-05-01,22,16,31,0.516129032258065,16,"Nearest-neighbour"
2023-06-01,26,14,30,0.466666666666667,14,"Nearest-neighbour"
2023-07-01,17,12,31,0.387096774193548,12,"Nearest-neighbour"
2023-08-01,13,10,31,0.32258064516129,10,"Nearest-neighbour"
2023-09-01,12,9,30,0.3,9,"Nearest-neighbour"
2023-10-01,22,13,31,0.419354838709677,13,"Nearest-neighbour"
2023-11-01,12,11,30,0.366666666666667,11,"Nearest-neighbour"
2023-12-01,28,14,31,0.451612903225806,14,"Nearest-neighbour"
2024-01-01,14,12,31,0.387096774193548,12,"Nearest-neighbour"
2024-02-01,12,12,29,0.413793103448276,12,"Nearest-neighbour"
2024-03-01,14,10,31,0.32258064516129,10,"Nearest-neighbour"
2024-04-01,32,16,30,0.533333333333333,16,"Nearest-neighbour"
2024-05-01,17,14,31,0.451612903225806,14,"Nearest-neighbour"
2024-06-01,13,11,30,0.366666666666667,11,"Nearest-neighbour"
2024-07-01,21,13,31,0.419354838709677,13,"Nearest-neighbour"
2024-08-01,34,15,31,0.483870967741935,15,"Nearest-neighbour"
2024-09-01,17,11,30,0.366666666666667,11,"Nearest-neighbour"
2024-10-01,18,14,31,0.451612903225806,14,"Nearest-neighbour"
2024-11-01,15,15,30,0.5,15,"Nearest-neighbour"
2024-12-01,11,8,31,0.258064516129032,8,"Nearest-neighbour"
2025-01-01,20,16,31,0.516129032258065,16,"Nearest-neighbour"
2025-02-01,15,12,28,0.428571428571429,12,"Nearest-neighbour"
2025-03-01,13,9,31,0.290322580645161,9,"Nearest-neighbour"
2025-04-01,38,16,30,0.533333333333333,16,"Nearest-neighbour"
2025-05-01,17,10,31,0.32258064516129,10,"Nearest-neighbour"
2025-06-01,25,19,30,0.633333333333333,19,"Nearest-neighbour"
2025-07-01,24,15,31,0.483870967741935,15,"Nearest-neighbour"
2025-08-01,16,11,31,0.354838709677419,11,"Nearest-neighbour"
2025-09-01,30,22,30,0.733333333333333,22,"Nearest-neighbour"
2025-10-01,11,6,31,0.193548387096774,6,"Nearest-neighbour"
2025-11-01,12,10,30,0.333333333333333,10,"Nearest-neighbour"
2025-12-01,20,13,31,0.419354838709677,13,"Nearest-neighbour"
2026-01-01,21,13,31,0.419354838709677,13,"Nearest-neighbour"
2026-02-01,17,9,28,0.321428571428571,9,"Nearest-neighbour"
2026-03-01,20,11,31,0.354838709677419,11,"Nearest-neighbour"
2026-04-01,16,9,30,0.3,9,"Nearest-neighbour"
2026-05-01,15,7,31,0.225806451612903,7,"Nearest-neighbour"
2000-05-01,43,10,31,0.32258064516129,10,"Reasenberg-style"
2000-06-01,58,13,30,0.433333333333333,13,"Reasenberg-style"
2000-07-01,73,12,31,0.387096774193548,12,"Reasenberg-style"
2000-08-01,49,16,31,0.516129032258065,16,"Reasenberg-style"
2000-09-01,50,8,30,0.266666666666667,8,"Reasenberg-style"
2000-10-01,72,28,31,0.903225806451613,28,"Reasenberg-style"
2000-11-01,45,33,30,1.1,33,"Reasenberg-style"
2000-12-01,47,30,31,0.967741935483871,30,"Reasenberg-style"
2001-01-01,34,17,31,0.548387096774194,17,"Reasenberg-style"
2001-02-01,45,22,28,0.785714285714286,22,"Reasenberg-style"
2001-03-01,98,34,31,1.09677419354839,34,"Reasenberg-style"
2001-04-01,215,35,30,1.16666666666667,35,"Reasenberg-style"
2001-05-01,184,31,31,1,31,"Reasenberg-style"
2001-06-01,98,38,30,1.26666666666667,38,"Reasenberg-style"
2001-07-01,499,22,31,0.709677419354839,22,"Reasenberg-style"
2001-08-01,93,23,31,0.741935483870968,23,"Reasenberg-style"
2001-09-01,58,31,30,1.03333333333333,31,"Reasenberg-style"
2001-10-01,47,20,31,0.645161290322581,20,"Reasenberg-style"
2001-11-01,36,25,30,0.833333333333333,25,"Reasenberg-style"
2001-12-01,21,16,31,0.516129032258065,16,"Reasenberg-style"
2002-01-01,28,16,31,0.516129032258065,16,"Reasenberg-style"
2002-02-01,23,17,28,0.607142857142857,17,"Reasenberg-style"
2002-03-01,18,9,31,0.290322580645161,9,"Reasenberg-style"
2002-04-01,21,11,30,0.366666666666667,11,"Reasenberg-style"
2002-05-01,33,12,31,0.387096774193548,12,"Reasenberg-style"
2002-06-01,13,10,30,0.333333333333333,10,"Reasenberg-style"
2002-07-01,36,19,31,0.612903225806452,19,"Reasenberg-style"
2002-08-01,18,15,31,0.483870967741935,15,"Reasenberg-style"
2002-09-01,28,16,30,0.533333333333333,16,"Reasenberg-style"
2002-10-01,34,11,31,0.354838709677419,11,"Reasenberg-style"
2002-11-01,41,14,30,0.466666666666667,14,"Reasenberg-style"
2002-12-01,46,16,31,0.516129032258065,16,"Reasenberg-style"
2003-01-01,134,14,31,0.451612903225806,14,"Reasenberg-style"
2003-02-01,52,12,28,0.428571428571429,12,"Reasenberg-style"
2003-03-01,27,15,31,0.483870967741935,15,"Reasenberg-style"
2003-04-01,15,13,30,0.433333333333333,13,"Reasenberg-style"
2003-05-01,26,15,31,0.483870967741935,15,"Reasenberg-style"
2003-06-01,15,11,30,0.366666666666667,11,"Reasenberg-style"
2003-07-01,12,7,31,0.225806451612903,7,"Reasenberg-style"
2003-08-01,16,14,31,0.451612903225806,14,"Reasenberg-style"
2003-09-01,11,7,30,0.233333333333333,7,"Reasenberg-style"
2003-10-01,15,9,31,0.290322580645161,9,"Reasenberg-style"
2003-11-01,12,12,30,0.4,12,"Reasenberg-style"
2003-12-01,16,14,31,0.451612903225806,14,"Reasenberg-style"
2004-01-01,14,11,31,0.354838709677419,11,"Reasenberg-style"
2004-02-01,22,16,29,0.551724137931034,16,"Reasenberg-style"
2004-03-01,30,15,31,0.483870967741935,15,"Reasenberg-style"
2004-04-01,23,18,30,0.6,18,"Reasenberg-style"
2004-05-01,12,10,31,0.32258064516129,10,"Reasenberg-style"
2004-06-01,17,11,30,0.366666666666667,11,"Reasenberg-style"
2004-07-01,9,7,31,0.225806451612903,7,"Reasenberg-style"
2004-08-01,17,12,31,0.387096774193548,12,"Reasenberg-style"
2004-09-01,24,13,30,0.433333333333333,13,"Reasenberg-style"
2004-10-01,30,17,31,0.548387096774194,17,"Reasenberg-style"
2004-11-01,30,15,30,0.5,15,"Reasenberg-style"
2004-12-01,13,12,31,0.387096774193548,12,"Reasenberg-style"
2005-01-01,14,9,31,0.290322580645161,9,"Reasenberg-style"
2005-02-01,11,9,28,0.321428571428571,9,"Reasenberg-style"
2005-03-01,12,10,31,0.32258064516129,10,"Reasenberg-style"
2005-04-01,17,13,30,0.433333333333333,13,"Reasenberg-style"
2005-05-01,19,17,31,0.548387096774194,17,"Reasenberg-style"
2005-06-01,19,14,30,0.466666666666667,14,"Reasenberg-style"
2005-07-01,35,13,31,0.419354838709677,13,"Reasenberg-style"
2005-08-01,19,4,31,0.129032258064516,4,"Reasenberg-style"
2005-09-01,17,13,30,0.433333333333333,13,"Reasenberg-style"
2005-10-01,9,7,31,0.225806451612903,7,"Reasenberg-style"
2005-11-01,10,10,30,0.333333333333333,10,"Reasenberg-style"
2005-12-01,12,9,31,0.290322580645161,9,"Reasenberg-style"
2006-01-01,15,9,31,0.290322580645161,9,"Reasenberg-style"
2006-02-01,16,8,28,0.285714285714286,8,"Reasenberg-style"
2006-03-01,18,14,31,0.451612903225806,14,"Reasenberg-style"
2006-04-01,9,9,30,0.3,9,"Reasenberg-style"
2006-05-01,15,14,31,0.451612903225806,14,"Reasenberg-style"
2006-06-01,14,12,30,0.4,12,"Reasenberg-style"
2006-07-01,22,11,31,0.354838709677419,11,"Reasenberg-style"
2006-08-01,21,9,31,0.290322580645161,9,"Reasenberg-style"
2006-09-01,11,10,30,0.333333333333333,10,"Reasenberg-style"
2006-10-01,7,7,31,0.225806451612903,7,"Reasenberg-style"
2006-11-01,29,16,30,0.533333333333333,16,"Reasenberg-style"
2006-12-01,12,9,31,0.290322580645161,9,"Reasenberg-style"
2007-01-01,14,9,31,0.290322580645161,9,"Reasenberg-style"
2007-02-01,11,9,28,0.321428571428571,9,"Reasenberg-style"
2007-03-01,23,19,31,0.612903225806452,19,"Reasenberg-style"
2007-04-01,13,11,30,0.366666666666667,11,"Reasenberg-style"
2007-05-01,19,13,31,0.419354838709677,13,"Reasenberg-style"
2007-06-01,18,9,30,0.3,9,"Reasenberg-style"
2007-07-01,12,11,31,0.354838709677419,11,"Reasenberg-style"
2007-08-01,23,14,31,0.451612903225806,14,"Reasenberg-style"
2007-09-01,15,9,30,0.3,9,"Reasenberg-style"
2007-10-01,17,14,31,0.451612903225806,14,"Reasenberg-style"
2007-11-01,15,12,30,0.4,12,"Reasenberg-style"
2007-12-01,5,3,31,0.0967741935483871,3,"Reasenberg-style"
2008-01-01,15,11,31,0.354838709677419,11,"Reasenberg-style"
2008-02-01,17,9,29,0.310344827586207,9,"Reasenberg-style"
2008-03-01,17,12,31,0.387096774193548,12,"Reasenberg-style"
2008-04-01,19,11,30,0.366666666666667,11,"Reasenberg-style"
2008-05-01,32,12,31,0.387096774193548,12,"Reasenberg-style"
2008-06-01,12,11,30,0.366666666666667,11,"Reasenberg-style"
2008-07-01,21,12,31,0.387096774193548,12,"Reasenberg-style"
2008-08-01,10,4,31,0.129032258064516,4,"Reasenberg-style"
2008-09-01,15,12,30,0.4,12,"Reasenberg-style"
2008-10-01,12,9,31,0.290322580645161,9,"Reasenberg-style"
2008-11-01,39,12,30,0.4,12,"Reasenberg-style"
2008-12-01,93,12,31,0.387096774193548,12,"Reasenberg-style"
2009-01-01,22,10,31,0.32258064516129,10,"Reasenberg-style"
2009-02-01,26,13,28,0.464285714285714,13,"Reasenberg-style"
2009-03-01,24,10,31,0.32258064516129,10,"Reasenberg-style"
2009-04-01,9,9,30,0.3,9,"Reasenberg-style"
2009-05-01,31,9,31,0.290322580645161,9,"Reasenberg-style"
2009-06-01,27,13,30,0.433333333333333,13,"Reasenberg-style"
2009-07-01,17,13,31,0.419354838709677,13,"Reasenberg-style"
2009-08-01,28,11,31,0.354838709677419,11,"Reasenberg-style"
2009-09-01,22,12,30,0.4,12,"Reasenberg-style"
2009-10-01,161,15,31,0.483870967741935,15,"Reasenberg-style"
2009-11-01,32,10,30,0.333333333333333,10,"Reasenberg-style"
2009-12-01,19,11,31,0.354838709677419,11,"Reasenberg-style"
2010-01-01,53,11,31,0.354838709677419,11,"Reasenberg-style"
2010-02-01,39,12,28,0.428571428571429,12,"Reasenberg-style"
2010-03-01,37,11,31,0.354838709677419,11,"Reasenberg-style"
2010-04-01,25,12,30,0.4,12,"Reasenberg-style"
2010-05-01,18,9,31,0.290322580645161,9,"Reasenberg-style"
2010-06-01,18,10,30,0.333333333333333,10,"Reasenberg-style"
2010-07-01,19,13,31,0.419354838709677,13,"Reasenberg-style"
2010-08-01,5,3,31,0.0967741935483871,3,"Reasenberg-style"
2010-09-01,30,13,30,0.433333333333333,13,"Reasenberg-style"
2010-10-01,25,17,31,0.548387096774194,17,"Reasenberg-style"
2010-11-01,17,10,30,0.333333333333333,10,"Reasenberg-style"
2010-12-01,8,5,31,0.161290322580645,5,"Reasenberg-style"
2011-01-01,9,9,31,0.290322580645161,9,"Reasenberg-style"
2011-02-01,13,9,28,0.321428571428571,9,"Reasenberg-style"
2011-03-01,13,11,31,0.354838709677419,11,"Reasenberg-style"
2011-04-01,19,16,30,0.533333333333333,16,"Reasenberg-style"
2011-05-01,20,9,31,0.290322580645161,9,"Reasenberg-style"
2011-06-01,5,4,30,0.133333333333333,4,"Reasenberg-style"
2011-07-01,18,11,31,0.354838709677419,11,"Reasenberg-style"
2011-08-01,13,7,31,0.225806451612903,7,"Reasenberg-style"
2011-09-01,16,12,30,0.4,12,"Reasenberg-style"
2011-10-01,19,11,31,0.354838709677419,11,"Reasenberg-style"
2011-11-01,10,7,30,0.233333333333333,7,"Reasenberg-style"
2011-12-01,10,6,31,0.193548387096774,6,"Reasenberg-style"
2012-01-01,18,10,31,0.32258064516129,10,"Reasenberg-style"
2012-02-01,16,4,29,0.137931034482759,4,"Reasenberg-style"
2012-03-01,9,6,31,0.193548387096774,6,"Reasenberg-style"
2012-04-01,6,5,30,0.166666666666667,5,"Reasenberg-style"
2012-05-01,14,8,31,0.258064516129032,8,"Reasenberg-style"
2012-06-01,10,5,30,0.166666666666667,5,"Reasenberg-style"
2012-07-01,8,6,31,0.193548387096774,6,"Reasenberg-style"
2012-08-01,33,15,31,0.483870967741935,15,"Reasenberg-style"
2012-09-01,29,13,30,0.433333333333333,13,"Reasenberg-style"
2012-10-01,23,16,31,0.516129032258065,16,"Reasenberg-style"
2012-11-01,20,13,30,0.433333333333333,13,"Reasenberg-style"
2012-12-01,29,12,31,0.387096774193548,12,"Reasenberg-style"
2013-01-01,11,9,31,0.290322580645161,9,"Reasenberg-style"
2013-02-01,13,12,28,0.428571428571429,12,"Reasenberg-style"
2013-03-01,16,11,31,0.354838709677419,11,"Reasenberg-style"
2013-04-01,23,12,30,0.4,12,"Reasenberg-style"
2013-05-01,13,12,31,0.387096774193548,12,"Reasenberg-style"
2013-06-01,17,12,30,0.4,12,"Reasenberg-style"
2013-07-01,10,7,31,0.225806451612903,7,"Reasenberg-style"
2013-08-01,29,16,31,0.516129032258065,16,"Reasenberg-style"
2013-09-01,16,10,30,0.333333333333333,10,"Reasenberg-style"
2013-10-01,26,9,31,0.290322580645161,9,"Reasenberg-style"
2013-11-01,19,15,30,0.5,15,"Reasenberg-style"
2013-12-01,32,7,31,0.225806451612903,7,"Reasenberg-style"
2014-01-01,13,10,31,0.32258064516129,10,"Reasenberg-style"
2014-02-01,13,9,28,0.321428571428571,9,"Reasenberg-style"
2014-03-01,59,20,31,0.645161290322581,20,"Reasenberg-style"
2014-04-01,21,10,30,0.333333333333333,10,"Reasenberg-style"
2014-05-01,13,12,31,0.387096774193548,12,"Reasenberg-style"
2014-06-01,21,10,30,0.333333333333333,10,"Reasenberg-style"
2014-07-01,23,10,31,0.32258064516129,10,"Reasenberg-style"
2014-08-01,13,10,31,0.32258064516129,10,"Reasenberg-style"
2014-09-01,19,10,30,0.333333333333333,10,"Reasenberg-style"
2014-10-01,15,13,31,0.419354838709677,13,"Reasenberg-style"
2014-11-01,14,9,30,0.3,9,"Reasenberg-style"
2014-12-01,17,14,31,0.451612903225806,14,"Reasenberg-style"
2015-01-01,17,13,31,0.419354838709677,13,"Reasenberg-style"
2015-02-01,10,7,28,0.25,7,"Reasenberg-style"
2015-03-01,20,15,31,0.483870967741935,15,"Reasenberg-style"
2015-04-01,23,17,30,0.566666666666667,17,"Reasenberg-style"
2015-05-01,18,8,31,0.258064516129032,8,"Reasenberg-style"
2015-06-01,26,14,30,0.466666666666667,14,"Reasenberg-style"
2015-07-01,6,5,31,0.161290322580645,5,"Reasenberg-style"
2015-08-01,5,4,31,0.129032258064516,4,"Reasenberg-style"
2015-09-01,6,3,30,0.1,3,"Reasenberg-style"
2015-10-01,9,8,31,0.258064516129032,8,"Reasenberg-style"
2015-11-01,16,13,30,0.433333333333333,13,"Reasenberg-style"
2015-12-01,13,9,31,0.290322580645161,9,"Reasenberg-style"
2016-01-01,51,11,31,0.354838709677419,11,"Reasenberg-style"
2016-02-01,33,18,29,0.620689655172414,18,"Reasenberg-style"
2016-03-01,30,16,31,0.516129032258065,16,"Reasenberg-style"
2016-04-01,15,13,30,0.433333333333333,13,"Reasenberg-style"
2016-05-01,11,11,31,0.354838709677419,11,"Reasenberg-style"
2016-06-01,28,16,30,0.533333333333333,16,"Reasenberg-style"
2016-07-01,18,9,31,0.290322580645161,9,"Reasenberg-style"
2016-08-01,17,12,31,0.387096774193548,12,"Reasenberg-style"
2016-09-01,11,5,30,0.166666666666667,5,"Reasenberg-style"
2016-10-01,9,8,31,0.258064516129032,8,"Reasenberg-style"
2016-11-01,21,12,30,0.4,12,"Reasenberg-style"
2016-12-01,6,5,31,0.161290322580645,5,"Reasenberg-style"
2017-01-01,9,6,31,0.193548387096774,6,"Reasenberg-style"
2017-02-01,6,4,28,0.142857142857143,4,"Reasenberg-style"
2017-03-01,14,12,31,0.387096774193548,12,"Reasenberg-style"
2017-04-01,8,8,30,0.266666666666667,8,"Reasenberg-style"
2017-05-01,12,8,31,0.258064516129032,8,"Reasenberg-style"
2017-06-01,11,7,30,0.233333333333333,7,"Reasenberg-style"
2017-07-01,16,13,31,0.419354838709677,13,"Reasenberg-style"
2017-08-01,14,10,31,0.32258064516129,10,"Reasenberg-style"
2017-09-01,12,9,30,0.3,9,"Reasenberg-style"
2017-10-01,13,9,31,0.290322580645161,9,"Reasenberg-style"
2017-11-01,11,8,30,0.266666666666667,8,"Reasenberg-style"
2017-12-01,15,7,31,0.225806451612903,7,"Reasenberg-style"
2018-01-01,10,10,31,0.32258064516129,10,"Reasenberg-style"
2018-02-01,15,11,28,0.392857142857143,11,"Reasenberg-style"
2018-03-01,15,13,31,0.419354838709677,13,"Reasenberg-style"
2018-04-01,15,12,30,0.4,12,"Reasenberg-style"
2018-05-01,12,8,31,0.258064516129032,8,"Reasenberg-style"
2018-06-01,16,11,30,0.366666666666667,11,"Reasenberg-style"
2018-07-01,13,10,31,0.32258064516129,10,"Reasenberg-style"
2018-08-01,7,7,31,0.225806451612903,7,"Reasenberg-style"
2018-09-01,4,3,30,0.1,3,"Reasenberg-style"
2018-10-01,15,14,31,0.451612903225806,14,"Reasenberg-style"
2018-11-01,14,7,30,0.233333333333333,7,"Reasenberg-style"
2018-12-01,10,8,31,0.258064516129032,8,"Reasenberg-style"
2019-01-01,12,11,31,0.354838709677419,11,"Reasenberg-style"
2019-02-01,36,11,28,0.392857142857143,11,"Reasenberg-style"
2019-03-01,20,7,31,0.225806451612903,7,"Reasenberg-style"
2019-04-01,22,8,30,0.266666666666667,8,"Reasenberg-style"
2019-05-01,31,10,31,0.32258064516129,10,"Reasenberg-style"
2019-06-01,21,14,30,0.466666666666667,14,"Reasenberg-style"
2019-07-01,5622,6,31,0.193548387096774,6,"Reasenberg-style"
2019-08-01,503,11,31,0.354838709677419,11,"Reasenberg-style"
2019-09-01,196,18,30,0.6,18,"Reasenberg-style"
2019-10-01,136,20,31,0.645161290322581,20,"Reasenberg-style"
2019-11-01,131,14,30,0.466666666666667,14,"Reasenberg-style"
2019-12-01,135,10,31,0.32258064516129,10,"Reasenberg-style"
2020-01-01,86,9,31,0.290322580645161,9,"Reasenberg-style"
2020-02-01,73,13,29,0.448275862068966,13,"Reasenberg-style"
2020-03-01,75,14,31,0.451612903225806,14,"Reasenberg-style"
2020-04-01,69,14,30,0.466666666666667,14,"Reasenberg-style"
2020-05-01,61,18,31,0.580645161290323,18,"Reasenberg-style"
2020-06-01,281,7,30,0.233333333333333,7,"Reasenberg-style"
2020-07-01,79,13,31,0.419354838709677,13,"Reasenberg-style"
2020-08-01,64,17,31,0.548387096774194,17,"Reasenberg-style"
2020-09-01,46,16,30,0.533333333333333,16,"Reasenberg-style"
2020-10-01,65,22,31,0.709677419354839,22,"Reasenberg-style"
2020-11-01,40,17,30,0.566666666666667,17,"Reasenberg-style"
2020-12-01,45,22,31,0.709677419354839,22,"Reasenberg-style"
2021-01-01,51,18,31,0.580645161290323,18,"Reasenberg-style"
2021-02-01,45,10,28,0.357142857142857,10,"Reasenberg-style"
2021-03-01,30,15,31,0.483870967741935,15,"Reasenberg-style"
2021-04-01,30,19,30,0.633333333333333,19,"Reasenberg-style"
2021-05-01,42,21,31,0.67741935483871,21,"Reasenberg-style"
2021-06-01,39,20,30,0.666666666666667,20,"Reasenberg-style"
2021-07-01,27,15,31,0.483870967741935,15,"Reasenberg-style"
2021-08-01,17,13,31,0.419354838709677,13,"Reasenberg-style"
2021-09-01,25,15,30,0.5,15,"Reasenberg-style"
2021-10-01,32,10,31,0.32258064516129,10,"Reasenberg-style"
2021-11-01,25,15,30,0.5,15,"Reasenberg-style"
2021-12-01,21,11,31,0.354838709677419,11,"Reasenberg-style"
2022-01-01,27,16,31,0.516129032258065,16,"Reasenberg-style"
2022-02-01,17,8,28,0.285714285714286,8,"Reasenberg-style"
2022-03-01,22,15,31,0.483870967741935,15,"Reasenberg-style"
2022-04-01,33,24,30,0.8,24,"Reasenberg-style"
2022-05-01,26,19,31,0.612903225806452,19,"Reasenberg-style"
2022-06-01,20,13,30,0.433333333333333,13,"Reasenberg-style"
2022-07-01,25,13,31,0.419354838709677,13,"Reasenberg-style"
2022-08-01,14,12,31,0.387096774193548,12,"Reasenberg-style"
2022-09-01,26,18,30,0.6,18,"Reasenberg-style"
2022-10-01,21,12,31,0.387096774193548,12,"Reasenberg-style"
2022-11-01,16,11,30,0.366666666666667,11,"Reasenberg-style"
2022-12-01,19,14,31,0.451612903225806,14,"Reasenberg-style"
2023-01-01,24,19,31,0.612903225806452,19,"Reasenberg-style"
2023-02-01,18,12,28,0.428571428571429,12,"Reasenberg-style"
2023-03-01,14,9,31,0.290322580645161,9,"Reasenberg-style"
2023-04-01,22,11,30,0.366666666666667,11,"Reasenberg-style"
2023-05-01,22,16,31,0.516129032258065,16,"Reasenberg-style"
2023-06-01,26,15,30,0.5,15,"Reasenberg-style"
2023-07-01,17,10,31,0.32258064516129,10,"Reasenberg-style"
2023-08-01,13,11,31,0.354838709677419,11,"Reasenberg-style"
2023-09-01,12,9,30,0.3,9,"Reasenberg-style"
2023-10-01,22,11,31,0.354838709677419,11,"Reasenberg-style"
2023-11-01,12,11,30,0.366666666666667,11,"Reasenberg-style"
2023-12-01,28,12,31,0.387096774193548,12,"Reasenberg-style"
2024-01-01,14,14,31,0.451612903225806,14,"Reasenberg-style"
2024-02-01,12,11,29,0.379310344827586,11,"Reasenberg-style"
2024-03-01,14,10,31,0.32258064516129,10,"Reasenberg-style"
2024-04-01,32,12,30,0.4,12,"Reasenberg-style"
2024-05-01,17,14,31,0.451612903225806,14,"Reasenberg-style"
2024-06-01,13,10,30,0.333333333333333,10,"Reasenberg-style"
2024-07-01,21,13,31,0.419354838709677,13,"Reasenberg-style"
2024-08-01,34,15,31,0.483870967741935,15,"Reasenberg-style"
2024-09-01,17,10,30,0.333333333333333,10,"Reasenberg-style"
2024-10-01,18,15,31,0.483870967741935,15,"Reasenberg-style"
2024-11-01,15,14,30,0.466666666666667,14,"Reasenberg-style"
2024-12-01,11,10,31,0.32258064516129,10,"Reasenberg-style"
2025-01-01,20,19,31,0.612903225806452,19,"Reasenberg-style"
2025-02-01,15,12,28,0.428571428571429,12,"Reasenberg-style"
2025-03-01,13,9,31,0.290322580645161,9,"Reasenberg-style"
2025-04-01,38,16,30,0.533333333333333,16,"Reasenberg-style"
2025-05-01,17,10,31,0.32258064516129,10,"Reasenberg-style"
2025-06-01,25,15,30,0.5,15,"Reasenberg-style"
2025-07-01,24,15,31,0.483870967741935,15,"Reasenberg-style"
2025-08-01,16,11,31,0.354838709677419,11,"Reasenberg-style"
2025-09-01,30,23,30,0.766666666666667,23,"Reasenberg-style"
2025-10-01,11,6,31,0.193548387096774,6,"Reasenberg-style"
2025-11-01,12,7,30,0.233333333333333,7,"Reasenberg-style"
2025-12-01,20,12,31,0.387096774193548,12,"Reasenberg-style"
2026-01-01,21,12,31,0.387096774193548,12,"Reasenberg-style"
2026-02-01,17,11,28,0.392857142857143,11,"Reasenberg-style"
2026-03-01,20,12,31,0.387096774193548,12,"Reasenberg-style"
2026-04-01,16,9,30,0.3,9,"Reasenberg-style"
2026-05-01,15,6,31,0.193548387096774,6,"Reasenberg-style"
