"month","total_events","background_events","background_rate","method"
2014-07-01,60,18,18,"Reasenberg-style"
2014-08-01,21,17,17,"Reasenberg-style"
2014-09-01,42,23,23,"Reasenberg-style"
2014-10-01,27,22,22,"Reasenberg-style"
2014-11-01,26,19,19,"Reasenberg-style"
2014-12-01,25,20,20,"Reasenberg-style"
2015-01-01,39,25,25,"Reasenberg-style"
2015-02-01,29,17,17,"Reasenberg-style"
2015-03-01,41,22,22,"Reasenberg-style"
2015-04-01,41,26,26,"Reasenberg-style"
2015-05-01,28,14,14,"Reasenberg-style"
2015-06-01,50,21,21,"Reasenberg-style"
2015-07-01,17,13,13,"Reasenberg-style"
2015-08-01,13,10,10,"Reasenberg-style"
2015-09-01,22,17,17,"Reasenberg-style"
2015-10-01,22,17,17,"Reasenberg-style"
2015-11-01,22,15,15,"Reasenberg-style"
2015-12-01,33,22,22,"Reasenberg-style"
2016-01-01,76,17,17,"Reasenberg-style"
2016-02-01,54,23,23,"Reasenberg-style"
2016-03-01,56,27,27,"Reasenberg-style"
2016-04-01,26,19,19,"Reasenberg-style"
2016-05-01,20,18,18,"Reasenberg-style"
2016-06-01,51,29,29,"Reasenberg-style"
2016-07-01,32,16,16,"Reasenberg-style"
2016-08-01,28,18,18,"Reasenberg-style"
2016-09-01,19,10,10,"Reasenberg-style"
2016-10-01,20,15,15,"Reasenberg-style"
2016-11-01,32,17,17,"Reasenberg-style"
2016-12-01,23,16,16,"Reasenberg-style"
2017-01-01,15,11,11,"Reasenberg-style"
2017-02-01,15,12,12,"Reasenberg-style"
2017-03-01,23,19,19,"Reasenberg-style"
2017-04-01,15,14,14,"Reasenberg-style"
2017-05-01,23,14,14,"Reasenberg-style"
2017-06-01,26,18,18,"Reasenberg-style"
2017-07-01,30,19,19,"Reasenberg-style"
2017-08-01,26,16,16,"Reasenberg-style"
2017-09-01,27,21,21,"Reasenberg-style"
2017-10-01,25,18,18,"Reasenberg-style"
2017-11-01,22,17,17,"Reasenberg-style"
2017-12-01,26,12,12,"Reasenberg-style"
2018-01-01,15,13,13,"Reasenberg-style"
2018-02-01,18,14,14,"Reasenberg-style"
2018-03-01,28,23,23,"Reasenberg-style"
2018-04-01,22,16,16,"Reasenberg-style"
2018-05-01,21,16,16,"Reasenberg-style"
2018-06-01,24,17,17,"Reasenberg-style"
2018-07-01,30,23,23,"Reasenberg-style"
2018-08-01,19,17,17,"Reasenberg-style"
2018-09-01,12,11,11,"Reasenberg-style"
2018-10-01,28,25,25,"Reasenberg-style"
2018-11-01,31,15,15,"Reasenberg-style"
2018-12-01,27,20,20,"Reasenberg-style"
2019-01-01,20,16,16,"Reasenberg-style"
2019-02-01,65,17,17,"Reasenberg-style"
2019-03-01,39,15,15,"Reasenberg-style"
2019-04-01,36,16,16,"Reasenberg-style"
2019-05-01,62,17,17,"Reasenberg-style"
2019-06-01,34,23,23,"Reasenberg-style"
2019-07-01,9152,11,11,"Reasenberg-style"
2019-08-01,956,18,18,"Reasenberg-style"
2019-09-01,407,26,26,"Reasenberg-style"
2019-10-01,291,31,31,"Reasenberg-style"
2019-11-01,259,33,33,"Reasenberg-style"
2019-12-01,232,19,19,"Reasenberg-style"
2020-01-01,167,27,27,"Reasenberg-style"
2020-02-01,137,18,18,"Reasenberg-style"
2020-03-01,150,24,24,"Reasenberg-style"
2020-04-01,134,22,22,"Reasenberg-style"
2020-05-01,120,23,23,"Reasenberg-style"
2020-06-01,556,16,16,"Reasenberg-style"
2020-07-01,165,23,23,"Reasenberg-style"
2020-08-01,104,22,22,"Reasenberg-style"
2020-09-01,77,27,27,"Reasenberg-style"
2020-10-01,120,34,34,"Reasenberg-style"
2020-11-01,76,23,23,"Reasenberg-style"
2020-12-01,91,32,32,"Reasenberg-style"
2021-01-01,82,30,30,"Reasenberg-style"
2021-02-01,91,26,26,"Reasenberg-style"
2021-03-01,68,31,31,"Reasenberg-style"
2021-04-01,68,28,28,"Reasenberg-style"
2021-05-01,79,41,41,"Reasenberg-style"
2021-06-01,67,29,29,"Reasenberg-style"
2021-07-01,55,29,29,"Reasenberg-style"
2021-08-01,57,34,34,"Reasenberg-style"
2021-09-01,47,28,28,"Reasenberg-style"
2021-10-01,65,25,25,"Reasenberg-style"
2021-11-01,48,25,25,"Reasenberg-style"
2021-12-01,49,23,23,"Reasenberg-style"
2022-01-01,53,27,27,"Reasenberg-style"
2022-02-01,41,20,20,"Reasenberg-style"
2022-03-01,51,32,32,"Reasenberg-style"
2022-04-01,61,35,35,"Reasenberg-style"
2022-05-01,56,36,36,"Reasenberg-style"
2022-06-01,55,34,34,"Reasenberg-style"
2022-07-01,58,27,27,"Reasenberg-style"
2022-08-01,45,30,30,"Reasenberg-style"
2022-09-01,48,26,26,"Reasenberg-style"
2022-10-01,43,26,26,"Reasenberg-style"
2022-11-01,46,27,27,"Reasenberg-style"
2022-12-01,34,22,22,"Reasenberg-style"
2023-01-01,40,26,26,"Reasenberg-style"
2023-02-01,41,22,22,"Reasenberg-style"
2023-03-01,36,22,22,"Reasenberg-style"
2023-04-01,37,22,22,"Reasenberg-style"
2023-05-01,53,30,30,"Reasenberg-style"
2023-06-01,35,21,21,"Reasenberg-style"
2023-07-01,34,27,27,"Reasenberg-style"
2023-08-01,29,21,21,"Reasenberg-style"
2023-09-01,21,16,16,"Reasenberg-style"
2023-10-01,41,20,20,"Reasenberg-style"
2023-11-01,20,16,16,"Reasenberg-style"
2023-12-01,41,20,20,"Reasenberg-style"
2024-01-01,28,23,23,"Reasenberg-style"
2024-02-01,29,22,22,"Reasenberg-style"
2024-03-01,26,19,19,"Reasenberg-style"
2024-04-01,68,26,26,"Reasenberg-style"
2024-05-01,35,26,26,"Reasenberg-style"
2024-06-01,23,14,14,"Reasenberg-style"
2024-07-01,36,23,23,"Reasenberg-style"
2024-08-01,55,25,25,"Reasenberg-style"
2024-09-01,38,21,21,"Reasenberg-style"
2024-10-01,30,24,24,"Reasenberg-style"
2024-11-01,26,22,22,"Reasenberg-style"
2024-12-01,29,21,21,"Reasenberg-style"
2025-01-01,37,28,28,"Reasenberg-style"
2025-02-01,31,21,21,"Reasenberg-style"
2025-03-01,32,19,19,"Reasenberg-style"
2025-04-01,75,26,26,"Reasenberg-style"
2025-05-01,43,24,24,"Reasenberg-style"
2025-06-01,53,23,23,"Reasenberg-style"
2025-07-01,42,24,24,"Reasenberg-style"
2025-08-01,38,27,27,"Reasenberg-style"
2025-09-01,48,34,34,"Reasenberg-style"
2025-10-01,26,15,15,"Reasenberg-style"
2025-11-01,32,16,16,"Reasenberg-style"
2025-12-01,41,24,24,"Reasenberg-style"
2026-01-01,47,24,24,"Reasenberg-style"
2026-02-01,34,20,20,"Reasenberg-style"
2026-03-01,35,19,19,"Reasenberg-style"
2026-04-01,32,18,18,"Reasenberg-style"
2026-05-01,26,13,13,"Reasenberg-style"
